C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\center_2019_03_20_01_20_44_612.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\left_2019_03_20_01_20_44_612.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\right_2019_03_20_01_20_44_612.jpg, 0, 0, 0, 6.165208
C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\center_2019_03_20_01_20_44_715.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\left_2019_03_20_01_20_44_715.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\right_2019_03_20_01_20_44_715.jpg, 0, 0, 0, 6.103336
C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\center_2019_03_20_01_20_44_826.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\left_2019_03_20_01_20_44_826.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\right_2019_03_20_01_20_44_826.jpg, 0, 0, 0, 6.042086
C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\center_2019_03_20_01_20_44_929.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\left_2019_03_20_01_20_44_929.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\right_2019_03_20_01_20_44_929.jpg, 0, 0, 0, 5.969396
C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\center_2019_03_20_01_20_45_040.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\left_2019_03_20_01_20_45_040.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\right_2019_03_20_01_20_45_040.jpg, 0, 0, 0, 5.90949
C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\center_2019_03_20_01_20_45_142.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\left_2019_03_20_01_20_45_142.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\right_2019_03_20_01_20_45_142.jpg, 0, 0, 0, 5.850186
C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\center_2019_03_20_01_20_45_245.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\left_2019_03_20_01_20_45_245.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\right_2019_03_20_01_20_45_245.jpg, 0, 0, 0, 5.791477
C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\center_2019_03_20_01_20_45_355.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\left_2019_03_20_01_20_45_355.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\right_2019_03_20_01_20_45_355.jpg, 0, 0, 0, 5.721803
C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\center_2019_03_20_01_20_45_460.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\left_2019_03_20_01_20_45_460.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\right_2019_03_20_01_20_45_460.jpg, 0, 0, 0, 5.664382
C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\center_2019_03_20_01_20_45_569.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\left_2019_03_20_01_20_45_569.jpg, C:\Users\dmitryl\anaconda3\envs\ML_env\Udemy\self-driving\Data\IMG\right_2019_03_20_01_20_45_569.jpg, 0, 0, 0, 5.59624
